,Zip Code,Total Population,Population Density (per sq. mile),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More races,Average Household Size,High school or more,Bachelor's degree or more,Master's degree or more,Civilian Population In Labor Force 16 Years And Over,Employed,Unemployed,Total Employed Civilian Population 16 Years And Over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,Median household income,Average Household Income,Per Capita Income,Gini Index Of Income Inequality,Occupied Housing Units,Owner Occupied,Renter Occupied,Median House Value For All Owner-Occupied Housing Units,Median Gross Rent,Average Gross Rent,Workers 16 Years and over,"Car, truck, or van",Drove Alone,Carpooled,Public transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other means,Worked at home,Less than 10 minutes,10 to 19 minutes,20 to 29 minutes,30 to 39 minutes,40 to 59 minutes,60 to 89 minutes,90 or More minutes,Worked at home,Average Commute to Work (in min),Total Population,Native Born,Foreign Born,Naturalized Citizen,Not a Citizen
2850,11228,43929,29884.86,21810,22119,30147,567,123,11310,25,1441,316,2.89,24710,8935,3706,21242,19135,2107,19135,58,1811,956,582,1984,1096,425,2161,1978,4471,1810,859,944,61893.0,83919.0,29885.0,0.4508,15156,8841,6315,681700.0,1241.0,1235.51860649248,18773,7769,6068,1701,8975,37,133,1123,86,650,612,2401,2192,2596,4165,4801,1356,650,43.0,43929,28098,15831,9964,5867
2851,11229,81030,37400.8,38425,42605,58609,3340,76,16503,99,1571,832,2.61,47925,20033,7145,38785,35127,3658,35127,48,2070,1870,1294,3278,2680,732,3622,3965,10138,2598,1419,1413,51725.0,67980.0,26575.0,0.4616,30892,14266,16626,524100.0,1092.0,1012.1857331889801,34410,12166,9780,2386,17904,14,227,2642,202,1255,1355,4656,3732,4945,7525,8970,1972,1255,42.0,81030,45426,35604,25454,10150
2852,11230,84219,45776.63,40774,43445,60304,6745,143,10492,0,5280,1255,2.81,45292,20016,7976,37756,33949,3807,33949,4,2068,1166,1549,3137,2235,700,3097,3683,11294,2340,1689,987,42170.0,63308.0,23051.0,0.5055,29819,8733,21086,598000.0,1179.0,1152.5372284928399,33166,9999,8150,1849,17961,0,407,3475,219,1105,1555,5196,3956,5294,7627,7078,1355,1105,39.0,84219,47951,36268,21657,14611
2853,11231,34137,24004.04,16120,18017,22018,4233,22,1898,0,4583,1383,2.27,21689,14746,6429,20393,18537,1856,18537,14,348,592,438,1885,303,1684,1885,3844,4339,1903,726,576,78174.0,109630.0,48757.0,0.5076,14993,3895,11098,912000.0,1595.0,1528.14020544242,18179,2033,1592,441,11786,6,573,2217,93,1471,624,1844,2636,3923,5410,1868,403,1471,36.0,34137,27774,6363,3009,3354
2854,11232,28824,22463.25,16126,12698,11563,1753,228,4135,36,9768,1341,3.0,12252,4403,1906,15167,13469,1698,13469,30,1150,1173,457,1597,557,427,699,1415,2564,2215,927,258,43595.0,57917.0,19172.0,0.4425,8824,2022,6802,582900.0,1245.0,1239.1061452514,13154,2147,1594,553,8586,8,282,1695,100,336,592,1396,1442,2508,3856,2223,801,336,40.0,28824,16578,12246,4503,7743
2855,11233,68599,50893.44,30379,38220,2999,58032,91,909,0,5325,1243,2.58,33213,8352,2600,31203,26474,4729,26474,31,1099,511,355,2443,2475,613,1999,2744,9327,1708,1480,1689,34492.0,49668.0,19859.0,0.5133,26130,6095,20035,551900.0,1031.0,995.5178437733971,25914,6330,5664,666,17194,0,209,1189,122,870,609,2084,3149,6051,5841,5486,1824,870,43.0,68599,52950,15649,8030,7619
2856,11234,94259,12488.83,44198,50061,43550,42674,93,3867,191,2535,1349,2.94,55849,19768,7600,48565,43602,4963,43602,6,2090,1310,731,3719,3831,1187,3541,4115,15711,2526,2379,2456,68431.0,84529.0,29482.0,0.4164,31989,21454,10535,488200.0,1226.0,1189.36877076412,42794,21888,18779,3109,17590,10,120,1740,169,1277,1856,6379,5385,7075,7127,10075,3620,1277,42.0,94259,61156,33103,24741,8362
2857,11235,74630,33232.58,34695,39935,60641,2237,197,9483,0,993,1079,2.3,50297,23826,7880,34769,31939,2830,31939,19,1836,1338,885,3198,2079,822,3349,3359,10348,1803,1726,1177,41639.0,64291.0,28133.0,0.5204,31958,12738,19220,531000.0,1112.0,1069.01664932362,31426,10679,8165,2514,15534,0,146,3530,248,1289,884,4701,3697,3931,6207,8544,2173,1289,44.0,74630,29436,45194,32541,12653
2858,11236,97217,27041.18,43496,53721,6354,83173,350,2522,0,4032,786,3.03,54350,15962,5627,51419,46316,5103,46316,0,1929,866,537,4252,4477,842,2885,3730,18726,2296,2540,3236,61061.0,72060.0,24394.0,0.4049,31542,15155,16387,478700.0,1256.0,1161.77457740892,45576,18997,16017,2980,24131,6,32,1546,165,699,1157,3961,5378,7834,9749,11163,5635,699,48.0,97217,51330,45887,30163,15724
2859,11237,55478,56623.82,28461,27017,22386,8019,147,3706,0,19862,1358,3.27,16299,5844,1711,28959,25296,3663,25296,39,2936,2173,725,2790,1647,784,804,2692,4487,4050,1820,349,40372.0,53955.0,17134.0,0.48200000000000004,16721,1688,15033,464500.0,1225.0,1241.9011508015699,25042,2899,2185,714,17676,19,794,2760,62,832,1048,2633,2255,5774,7563,3874,1063,832,39.0,55478,30617,24861,5815,19046
2860,11238,51895,46936.16,24285,27610,21480,21928,68,3416,0,2634,2369,2.2,34649,21571,9649,33117,30062,3055,30062,20,592,752,401,2232,1209,2891,2790,5332,8244,3154,1314,1131,65315.0,88004.0,40055.0,0.4713,23003,6600,16403,656800.0,1390.0,1441.30951655185,29413,3302,2758,544,21477,0,1055,1449,164,1966,668,1985,3021,6650,10834,3242,1047,1966,40.0,51895,40394,11501,6741,4760
2861,11239,12879,22569.16,4756,8123,4541,6625,76,496,0,913,228,2.01,7304,1975,916,4805,4146,659,4146,0,22,97,78,460,113,172,218,214,1859,265,183,465,26275.0,36453.0,18494.0,0.4662,6377,139,6238,354600.0,901.0,815.678101955755,4011,1506,1250,256,2243,0,0,245,17,0,80,378,181,848,1163,950,411,0,49.0,12879,8676,4203,3419,784
2863,11354,56258,25960.56,27046,29212,14911,2102,312,32667,0,4363,1903,2.74,34669,12061,3499,29398,26825,2573,26825,124,1349,1314,833,3302,1711,455,2468,2506,5223,3351,3197,992,46566.0,63705.0,23925.0,0.46799999999999997,19822,7972,11850,380600.0,1305.0,1205.11392405063,26184,11513,7626,3887,11087,18,190,2501,210,665,958,4094,2902,4069,5155,6523,1818,665,42.0,56258,22047,34211,15797,18414
2864,11355,83221,47965.02,39595,43626,13802,2451,639,58736,0,5241,2352,2.92,44067,16283,5498,41694,37631,4063,37631,47,2274,1867,1321,3920,2980,583,2763,3210,6955,6482,4379,850,41884.0,57510.0,20505.0,0.4709,28245,9289,18956,507500.0,1289.0,1239.44397552226,36484,12438,8325,4113,17933,10,69,4531,778,725,1147,5474,4056,5088,7473,10097,2424,725,43.0,83221,23213,60008,28348,31660
2865,11356,23037,14660.31,11482,11555,9176,596,110,6694,0,6052,409,3.03,12623,3844,993,12357,11074,1283,11074,0,893,819,635,1372,776,216,785,1019,1836,1191,1109,423,58465.0,75087.0,25815.0,0.4053,7599,3648,3951,562900.0,1460.0,1422.88028347254,10697,5484,4346,1138,3903,0,19,741,72,478,872,1424,1205,1891,1205,2322,1300,478,43.0,23037,12458,10579,5555,5024
2866,11357,40872,14587.54,19078,21794,31264,133,38,7459,0,1019,959,2.66,25805,10044,3603,20090,17859,2231,17859,60,1263,896,645,1878,1431,737,1766,1695,4227,1515,987,759,71978.0,89578.0,34218.0,0.4102,15268,11031,4237,590800.0,1542.0,1459.4996459759302,17392,12007,10707,1300,4492,0,0,458,89,346,898,3063,2963,3163,2400,3433,1126,346,38.0,40872,27832,13040,9534,3506
2867,11358,38317,19655.67,18753,19564,17845,739,15,16216,59,2597,846,2.85,23800,10451,3811,20176,18240,1936,18240,26,1070,864,678,1834,980,670,1964,1694,3632,2011,2250,567,65722.0,83861.0,30403.0,0.441,13395,7494,5901,625200.0,1476.0,1440.85748178275,17636,10222,7949,2273,6276,9,53,638,93,345,659,3294,2176,3065,3114,3787,1196,345,39.0,38317,19185,19132,10157,8975
2869,11360,19865,13939.02,9559,10306,12987,209,22,5075,0,1074,498,2.27,14367,7346,3509,10046,9162,884,9162,21,436,265,606,1137,464,327,1005,906,2475,746,474,300,76183.0,95612.0,42810.0,0.4316,8737,5924,2813,524000.0,1940.0,1665.76608602915,8876,5785,5124,661,2489,0,24,185,79,314,207,1584,1150,1779,1252,1990,600,314,41.0,19865,13445,6420,4814,1606
2870,11361,30597,17401.53,14510,16087,16364,763,179,10286,11,1873,1121,2.79,19466,9203,3631,16415,14911,1504,14911,19,894,691,782,1423,670,574,1532,1599,3324,1586,1141,676,75335.0,89064.0,32438.0,0.4212,10773,6107,4666,574200.0,1616.0,1527.4967852550399,14569,8869,7478,1391,4623,0,18,438,180,441,616,1805,2384,3090,2614,2643,976,441,39.0,30597,18358,12239,7449,4790
2871,11362,17865,7098.135,8626,9239,9627,569,19,7159,5,271,215,2.51,12404,7201,2956,9643,8931,712,8931,0,253,414,440,864,193,190,1369,998,2181,887,666,476,82332.0,94915.0,38441.0,0.4141,7035,5531,1504,538000.0,1579.0,1608.97606382979,8581,5988,5170,818,1843,0,0,319,53,378,453,1398,1244,1563,1318,1431,796,378,39.0,17865,10599,7266,4919,2347
2872,11363,7354,8466.752,3828,3526,4190,62,0,2517,0,441,144,2.81,4721,2702,1033,4042,3696,346,3696,0,127,161,157,560,141,104,341,618,919,160,214,194,90799.0,123731.0,44661.0,0.4641,2618,1788,830,714200.0,1622.0,1596.1445783132501,3671,2421,2051,370,973,0,0,107,17,153,138,639,601,673,644,725,98,153,36.0,7354,4798,2556,1644,912
2873,11364,34751,14092.03,16762,17989,15421,594,47,16910,73,883,823,2.6,22904,11360,4600,17677,16371,1306,16371,0,760,687,591,1908,1122,321,2003,1919,4221,1243,912,684,72909.0,86026.0,33820.0,0.4183,13343,9923,3420,510800.0,1500.0,1407.5146198830403,15819,10187,8253,1934,4537,0,14,417,64,600,714,2353,2186,2589,2457,3172,1748,600,43.0,34751,18828,15923,11696,4227
2874,11365,41924,16792.05,19458,22466,15768,2381,29,18907,42,3506,1291,2.72,25613,10528,4211,20291,18190,2101,18190,0,1342,567,936,2117,1114,692,1814,1735,4208,1695,1338,632,55492.0,71147.0,26786.0,0.452,15385,7211,8174,580300.0,1347.0,1340.59212136041,17529,10133,7941,2192,6544,0,39,409,40,364,529,2782,2204,2430,3177,4245,1798,364,44.0,41924,21578,20346,12326,8020
2875,11366,13499,12332.25,6591,6908,6726,910,9,4988,0,316,550,3.06,8008,4148,1589,6686,5910,776,5910,17,254,283,155,624,269,115,851,622,1596,534,340,250,71350.0,90717.0,30027.0,0.442,4346,3054,1292,610100.0,1494.0,1377.39938080495,5759,2999,2534,465,2391,0,0,253,8,108,184,876,702,763,975,1536,615,108,45.0,13499,7254,6245,4591,1654
2876,11367,41022,17241.82,19884,21138,23192,3858,211,9280,0,2983,1498,2.78,23006,11210,4668,19211,17298,1913,17298,91,718,713,658,1397,906,446,1926,2219,5121,1289,958,856,56608.0,73125.0,26475.0,0.4525,14505,6760,7745,376400.0,1179.0,1139.3931568753999,16864,7901,6623,1278,7532,12,0,875,80,464,814,2214,2177,2601,3873,3698,1023,464,40.0,41022,25068,15954,11231,4723
2877,11368,107962,41019.85,58332,49630,49195,12890,1322,12249,230,29171,2905,3.79,41664,8195,2211,56836,52646,4190,52646,45,7768,2768,1481,5815,3692,454,2245,3519,7487,11099,5264,1009,45964.0,57070.0,16191.0,0.4149,28318,5679,22639,480900.0,1392.0,1364.4639780909101,51056,10930,8108,2822,33848,0,777,4399,130,972,1563,4959,6963,10108,10534,11550,4407,972,43.0,107962,40001,67961,20430,47531
2878,11369,40761,38179.77,20863,19898,9803,6809,73,4733,0,17652,1691,3.5,19785,4426,1455,21241,19150,2091,19150,0,2056,796,344,2239,1716,457,1030,1988,3555,2688,1770,511,53617.0,66369.0,20000.0,0.4191,11396,5449,5947,464500.0,1342.0,1324.7856061879902,18804,6025,4560,1465,10554,11,106,1480,166,462,663,2538,3011,3011,3404,4305,1410,462,41.0,40761,17817,22944,10276,12668
2879,11370,37244,26181.29,22374,14870,13392,5925,272,8291,0,7971,1393,3.22,17378,4915,1781,14267,12235,2032,12235,23,753,691,454,1390,1177,155,881,974,2141,2216,1096,284,52500.0,68953.0,17873.0,0.442,8696,4205,4491,517100.0,1484.0,1357.71543086172,12090,4531,3972,559,6295,16,124,919,40,165,428,1621,2209,2045,2690,2597,335,165,37.0,37244,19116,18128,9450,8678
2880,11371,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2881,11372,63320,85863.12,31734,31586,38957,1400,144,11892,35,8911,1981,2.6,34876,13530,4664,35975,33026,2949,33026,62,2367,1934,1039,3159,2555,805,2414,3724,6034,5688,2107,1138,48683.0,62316.0,24955.0,0.4419,24220,7696,16524,265500.0,1246.0,1252.88065843621,32333,5489,4381,1108,23428,0,331,2402,29,654,852,3057,3870,7387,10314,5291,908,654,39.0,63320,23775,39545,17182,22363
2882,11373,99159,64919.09,50558,48601,39477,1963,235,48399,0,6984,2101,3.13,49130,18064,5034,51471,48212,3259,48212,71,3823,2914,1682,6068,3470,716,3138,5151,7496,8954,3765,964,47667.0,62530.0,21084.0,0.4523,31651,8866,22785,499600.0,1342.0,1331.65679174896,47342,8113,6039,2074,34734,47,152,3272,251,773,991,4079,4543,9570,17352,8009,2025,773,42.0,99159,29735,69424,29560,39864
2883,11374,42297,45269.32,20358,21939,27472,1217,80,10642,0,1701,1185,2.22,29587,15828,5947,23249,21069,2180,21069,0,589,811,679,2141,1431,790,2447,2771,5781,1499,1264,866,52532.0,74468.0,34268.0,0.4752,19056,6902,12154,297300.0,1303.0,1314.01184795129,20820,6378,5275,1103,11884,0,29,1789,89,651,515,2371,2590,3896,5897,4115,785,651,40.0,42297,18961,23336,15879,7457
2884,11375,69757,35224.04,32444,37313,45420,2003,176,17295,64,3063,1736,2.15,49933,30243,14128,37841,35254,2587,35254,0,964,1775,1046,2827,1453,1311,5306,6100,8846,2211,1686,1729,72000.0,94344.0,44278.0,0.457,32079,16053,16026,358300.0,1499.0,1489.99750405591,34536,9164,7290,1874,21367,0,77,2246,163,1519,1044,2858,3674,5563,11499,7146,1233,1519,42.0,69757,37738,32019,22972,9047
2885,11377,86316,33894.45,43070,43246,40489,2622,161,31496,91,9137,2320,2.72,46560,17839,5286,47552,43873,3679,43873,37,2982,1784,1201,4966,3019,1229,3350,5044,7734,8025,3255,1247,49886.0,63138.0,24058.0,0.4176,31532,8677,22855,395800.0,1302.0,1259.5668343907198,43152,9130,7031,2099,30305,52,205,2637,97,726,839,4453,6596,11618,12279,5443,1198,726,37.0,86316,36788,49528,21985,27543
2886,11378,32268,12634.75,15626,16642,25357,525,80,3106,19,2768,413,2.54,19121,5171,1614,17117,15517,1600,15517,18,2024,772,434,1414,1087,297,1566,1650,3182,1392,929,752,57474.0,69725.0,28290.0,0.4306,12619,6641,5978,538600.0,1338.0,1301.55570424891,15316,7029,5986,1043,6985,9,106,862,52,273,709,1988,2219,2772,3576,2970,809,273,39.0,32268,19890,12378,7483,4895
2887,11379,35822,17267.68,17248,18574,30905,547,28,2992,0,1044,306,2.6,22700,8182,3044,18347,16924,1423,16924,56,1388,734,570,1629,1151,449,2111,1985,3843,1211,898,899,69843.0,83856.0,33111.0,0.4295,13648,8056,5592,543800.0,1329.0,1263.98426323319,16724,8685,7506,1179,6886,12,21,766,94,260,472,2215,2045,4689,3823,2691,529,260,37.0,35822,24227,11595,7752,3843
2888,11385,99379,27507.79,49011,50368,81293,1972,279,6834,42,7110,1849,2.87,51249,12922,4182,48749,44650,4099,44650,36,5518,2794,1090,4401,2890,1045,3627,4808,8730,5079,2960,1672,50799.0,64259.0,23272.0,0.4398,34622,9893,24729,495800.0,1247.0,1200.38820817663,43742,12784,10740,2044,26477,69,461,3000,160,791,1006,4462,3095,16641,11138,4793,1816,791,38.0,99379,59750,39629,17184,22445
2889,11411,18722,16016.78,8610,10112,608,17151,99,341,0,173,350,3.06,12233,4188,1528,10023,9383,640,9383,5,379,267,102,865,862,355,592,714,3308,355,600,979,83099.0,93660.0,32156.0,0.3558,6108,5000,1108,387900.0,1252.0,1337.18411552347,9084,5244,4571,673,3351,0,0,153,19,317,292,1339,1004,1525,1388,1530,1689,317,49.0,18722,11466,7256,5311,1945
2890,11412,37176,22579.25,16560,20616,858,32812,95,885,0,1632,894,3.36,21641,5363,1618,20966,17652,3314,17652,17,651,396,198,1775,2346,301,1227,1339,6270,992,697,1443,70672.0,80374.0,25315.0,0.3831,11034,8299,2735,385700.0,1257.0,1220.58500914077,17359,8964,8156,808,7439,0,30,307,141,478,352,1796,2080,2756,2726,4161,3010,478,50.0,37176,23940,13236,8148,5088
2891,11413,40385,13028.48,18168,22217,1258,37033,31,611,51,705,696,3.32,23375,7063,2523,21547,19668,1879,19668,15,961,610,193,1742,2407,537,1115,1393,7198,1006,892,1599,78667.0,89814.0,28502.0,0.376,12114,9078,3036,406200.0,1441.0,1361.5612648221302,18903,10546,9059,1487,7585,0,8,295,55,414,469,1948,2192,3781,2977,4458,2664,414,48.0,40385,25319,15066,10082,4984
2892,11414,28094,12216.56,12911,15183,23657,1137,56,696,0,1486,1062,2.54,17573,5325,1821,14200,12902,1298,12902,47,645,545,467,1169,1225,416,1019,1247,3674,994,713,741,66790.0,84024.0,34143.0,0.4211,11059,8136,2923,501700.0,1435.0,1373.41772151899,12640,8431,7267,1164,3689,0,1,261,76,182,1042,1785,1553,2493,2029,2557,999,182,40.0,28094,23390,4704,3421,1283
2893,11415,19145,33697.13,8974,10171,11518,1643,32,3136,18,2382,416,2.25,12666,6528,2967,11039,10191,848,10191,24,544,325,196,796,777,302,1196,1344,2892,683,582,530,63549.0,78863.0,35653.0,0.4113,8466,3029,5437,289800.0,1313.0,1305.37060879161,10048,3514,2758,756,5527,10,50,537,25,385,357,874,1317,1410,3596,1669,440,385,41.0,19145,11438,7707,5222,2485
2894,11416,25950,38983.38,12967,12983,6844,1716,15,9620,24,5831,1900,3.63,12010,3565,1144,13213,11464,1749,11464,0,663,589,204,1361,984,358,833,1016,2756,1334,851,515,56724.0,71675.0,20726.0,0.4164,7127,3101,4026,447200.0,1294.0,1295.2558370591198,11024,3852,3287,565,6093,0,31,598,4,446,402,793,836,1686,2824,2972,1065,446,47.0,25950,12038,13912,7729,6183
2895,11417,31004,27706.03,14987,16017,12408,2386,143,8761,0,5225,2081,3.27,15991,4232,1428,16032,14233,1799,14233,0,907,631,263,1824,1573,174,1045,1336,3232,1772,700,776,62086.0,76485.0,24299.0,0.4222,9483,5184,4299,442900.0,1299.0,1285.01977204001,13817,6142,5188,954,6628,0,50,514,96,387,516,1553,1830,2204,2706,3621,1000,387,43.0,31004,17251,13753,7824,5929
2896,11418,36828,22551.67,18104,18724,14172,2987,479,9157,0,7884,2149,3.3,18352,6224,2329,19091,16831,2260,16831,17,1332,783,474,2010,1311,248,1509,1844,3949,1592,1084,678,60691.0,71668.0,22641.0,0.4047,11058,4717,6341,427000.0,1295.0,1265.36823844819,16246,5672,4601,1071,8787,26,53,1077,118,513,802,1765,1669,2384,3091,4969,1053,513,45.0,36828,17683,19145,10899,8246
2897,11419,49193,43560.25,24234,24959,5849,8740,168,14872,66,15590,3908,3.93,23956,5829,1401,25483,22871,2612,22871,18,1993,1146,666,3656,2921,290,1410,2106,4761,2010,1106,788,56735.0,70531.0,19296.0,0.4188,12507,7117,5390,442900.0,1330.0,1328.21892393321,22630,8948,7281,1667,11862,36,30,1175,194,385,431,2544,2461,4203,4329,5726,2551,385,46.0,49193,17204,31989,17638,14351
2898,11420,48449,23315.15,23009,25440,8051,13688,551,8950,137,13940,3132,3.59,24821,5958,1538,25527,22593,2934,22593,23,1363,1340,583,2792,2881,346,1980,2148,5823,1014,1469,831,59832.0,77628.0,22841.0,0.4237,13485,9397,4088,421200.0,1346.0,1330.03913894325,21872,11123,8856,2267,9775,8,19,404,137,406,666,2799,2422,3834,4116,5076,2553,406,45.0,48449,23209,25240,16093,9147
2899,11421,42588,33063.45,20985,21603,19059,2796,288,7096,0,11443,1906,3.49,20964,5836,1777,22632,19965,2667,19965,43,1476,865,574,1997,1750,325,1718,1948,4647,2505,1434,683,60897.0,76732.0,23016.0,0.4264,12188,6488,5700,414700.0,1336.0,1269.94736842105,19382,6859,5633,1226,10942,0,0,962,71,548,397,1348,1787,4188,4499,5112,1503,548,45.0,42588,23790,18798,9921,8877
2900,11422,33280,16906.17,14712,18568,2491,28626,27,1005,0,573,558,3.31,19213,6442,1978,18487,17109,1378,17109,23,632,366,230,1888,1915,398,1329,1454,6255,725,618,1276,84824.0,93330.0,29440.0,0.3581,10041,6759,3282,413800.0,1603.0,1540.79829372334,16494,9729,8446,1283,5899,0,0,281,143,442,442,2199,2283,2523,3007,2660,2938,442,48.0,33280,19803,13477,9312,4165
2901,11423,31625,22414.69,14939,16686,5094,12952,423,7733,90,3214,2119,3.13,17048,5704,1951,17068,14929,2139,14929,0,943,569,296,1603,1439,345,1484,1132,4669,984,853,612,60892.0,81032.0,26690.0,0.4482,9948,6086,3862,422200.0,1196.0,1226.10046607975,14348,6997,5877,1120,6669,6,29,405,45,197,582,1624,2286,2109,2630,3076,1844,197,45.0,31625,15154,16471,10589,5882
2904,11426,19575,14510.45,9524,10051,9424,571,45,7416,0,1478,641,3.26,12165,5096,1992,10403,9468,935,9468,0,516,370,299,1183,1087,115,912,986,2598,526,427,449,82301.0,99849.0,31501.0,0.4051,5950,4630,1320,460500.0,1303.0,1298.33333333333,9259,6768,6047,721,2181,0,0,132,12,166,576,2017,1254,1541,1246,1276,1183,166,39.0,19575,11892,7683,5044,2639
2905,11427,24877,15781.92,11691,13186,6775,6124,61,8765,0,2010,1142,3.05,14968,6041,1845,13071,12054,1017,12054,36,460,750,355,1774,1035,383,952,1009,3454,689,541,616,70108.0,85445.0,28716.0,0.4086,7960,4955,3005,458400.0,1252.0,1251.0149750416,11688,7164,5969,1195,3999,0,11,283,12,219,359,1735,1757,2151,1868,2205,1394,219,43.0,24877,12837,12040,8411,3629
2906,11428,20307,24389.29,9877,10430,4389,4583,58,5971,92,3356,1858,3.56,11359,3342,927,11347,10235,1112,10235,6,489,691,284,1238,998,200,856,966,2901,645,523,438,69330.0,81238.0,24002.0,0.3798,5699,3837,1862,407700.0,1339.0,1260.47261009667,9940,5521,4579,942,3748,28,4,374,68,197,395,1259,1598,1770,1368,2018,1335,197,45.0,20307,8382,11925,7540,4385
2907,11429,28311,21759.68,13544,14767,1791,23104,38,885,0,994,1499,3.69,16238,3871,1287,15527,13164,2363,13164,22,584,381,249,1438,1330,305,747,1323,4466,831,655,833,68890.0,83890.0,24113.0,0.4043,7635,5096,2539,384700.0,1338.0,1261.24458448208,12633,6718,5726,992,5186,3,20,250,51,405,328,991,1730,2744,2192,2362,1881,405,47.0,28311,15626,12685,8136,4549
2908,11430,140,19.66911,120,20,18,92,0,0,0,24,6,,90,12,6,92,58,34,58,0,6,0,0,12,12,0,6,0,10,6,0,6,,,8092.0,,0,0,0,,,,58,0,0,0,48,0,0,10,0,0,10,0,24,12,0,0,12,0,,140,111,29,18,11
2909,11432,61687,28703.23,29649,32038,14033,10136,318,23405,0,10383,3412,3.09,31335,14042,5480,31353,27245,4108,27245,34,1381,1567,665,3911,2019,531,1927,2384,6820,3438,1486,1082,50450.0,67975.0,21897.0,0.4586,18653,7344,11309,519000.0,1276.0,1241.93120523477,26688,8289,6881,1408,15210,0,5,2162,292,730,1315,2997,2289,3958,6036,7483,1880,730,44.0,61687,26962,34725,18958,15767
2910,11433,32821,21148.12,14485,18336,1346,23957,388,2102,26,4246,756,3.22,15012,3248,1100,16337,13346,2991,13346,0,599,544,125,1834,1365,345,609,1048,4645,928,652,652,42887.0,58033.0,19142.0,0.4766,10160,4377,5783,379700.0,1001.0,1020.83693584645,12775,5319,4475,844,6506,0,0,720,59,171,278,1611,1180,2380,2493,3492,1170,171,45.0,32821,21601,11220,6410,4810
2911,11434,62809,19392.67,27959,34850,1895,54994,64,646,11,4070,1129,3.03,35132,8680,3000,32697,28113,4584,28113,0,1014,813,386,2945,3676,662,1975,2289,9298,1640,1298,2117,59229.0,70617.0,24121.0,0.3968,20120,9822,10298,371900.0,1103.0,1136.91979025053,26608,13031,11627,1404,11839,0,0,868,82,788,856,3042,3235,4263,4551,5658,4215,788,48.0,62809,43305,19504,12260,7244
2912,11435,53542,35350.96,26654,26888,12597,12728,173,10600,0,14126,3318,2.87,28342,10399,3645,29519,25410,4109,25410,261,1861,1110,745,2584,1971,611,1901,2890,6377,2358,1693,1048,53041.0,64739.0,23252.0,0.418,18287,6640,11647,338100.0,1274.0,1251.42096677256,25141,7749,6921,828,15654,0,67,1198,87,386,710,2353,2141,4531,5240,7909,1871,386,46.0,53542,26282,27260,14388,12872
2913,11436,17636,22385.42,8564,9072,932,13093,74,1233,0,1869,435,3.31,9491,2045,672,9338,8192,1146,8192,27,434,347,87,755,993,119,530,626,2823,565,350,536,62114.0,73273.0,23264.0,0.3795,5272,3662,1610,365500.0,1422.0,1285.4658385093198,7949,3976,3416,560,3483,0,41,292,17,140,285,1064,703,1379,1678,1546,1154,140,47.0,17636,10751,6885,3618,3267
2955,11691,61091,21558.11,28055,33036,22411,29913,130,1644,0,5404,1589,3.07,26318,7752,2881,26049,22763,3286,22763,0,1277,802,189,2145,2140,354,1583,2323,7580,1651,1605,1114,39409.0,56639.0,18796.0,0.5084,18942,4825,14117,448200.0,1012.0,968.966494297655,22271,9189,7964,1225,9888,0,309,2185,196,504,1471,3646,2491,3035,2663,4617,3844,504,47.0,61091,41540,19551,10162,9389
2956,11692,17674,17698.36,8238,9436,4594,10758,92,405,0,1283,542,2.81,8402,2136,692,7590,6500,1090,6500,0,274,313,113,449,568,116,559,418,2521,305,358,506,43354.0,60454.0,21603.0,0.4653,5974,2000,3974,355800.0,875.0,943.0045294413691,6352,2941,2620,321,2931,0,36,265,4,175,271,786,380,1051,919,1622,1148,175,51.0,17674,12676,4998,3153,1845
2957,11693,11335,11367.43,5227,6108,6357,3570,0,679,0,559,170,2.45,6211,1827,507,5137,4508,629,4508,0,326,90,63,336,557,44,337,443,1515,334,79,384,50570.0,60994.0,25149.0,0.4344,4518,1992,2526,323100.0,831.0,914.726840855107,4367,2326,2086,240,1705,0,19,220,0,97,244,401,670,687,660,896,712,97,48.0,11335,9058,2277,1586,691
2958,11694,21725,15908.26,10672,11053,18505,1565,8,539,0,799,309,2.49,13812,5903,2787,10210,9312,898,9312,10,842,296,217,552,466,258,876,940,2864,699,473,819,76944.0,93633.0,36601.0,0.4426,8190,4570,3620,623200.0,1161.0,1191.51933701657,8991,5583,4799,784,2517,20,154,413,39,265,607,1207,1031,1544,1469,1639,1229,265,44.0,21725,18161,3564,1946,1618
2959,11697,4223,1902.4189999999999,2105,2118,4175,4,0,0,0,0,44,2.48,2915,1362,595,1707,1606,101,1606,0,51,10,16,83,64,43,264,165,529,124,46,211,87636.0,100542.0,41282.0,0.3923,1701,1649,52,525600.0,908.0,742.3076923076919,1496,1082,973,109,278,0,8,78,26,24,65,297,164,226,238,299,183,24,43.0,4223,4154,69,60,9
